,budget,area size,environmental type,project type,soil type,material
6094,789976,4146,Mountain,Infrastructure,Loamy,Concrete
6095,973817,8096,Suburban,Residential,Clay,Wood
6096,382251,7740,Coastal,Infrastructure,Loamy,Concrete
6097,918298,5442,Suburban,Infrastructure,Sandy,Wood
6098,796086,3738,Mountain,Commercial,Chalky,Brick
6099,503814,2100,Mountain,Residential,Clay,Brick
6100,341310,6200,Coastal,Commercial,Sandy,Wood
6101,713221,6571,Suburban,Industrial,Chalky,Concrete
6102,107406,1209,Mountain,Commercial,Chalky,Wood
6103,321442,3471,Coastal,Residential,Loamy,Steel
6104,974725,1293,Mountain,Industrial,Chalky,Concrete
6105,317086,3599,Urban,Residential,Chalky,Wood
6106,537741,6530,Urban,Industrial,Peaty,Steel
6107,637099,6265,Mountain,Residential,Chalky,Composite
6108,589223,526,Coastal,Commercial,Loamy,Steel
6109,394583,7193,Urban,Residential,Peaty,Wood
6110,708730,5822,Mountain,Infrastructure,Peaty,Concrete
6111,804760,8776,Rural,Infrastructure,Clay,Concrete
6112,25534,6451,Suburban,Commercial,Sandy,Brick
6113,881712,3601,Mountain,Commercial,Peaty,Wood
6114,570608,7109,Urban,Industrial,Silty,Steel
6115,583458,9814,Mountain,Commercial,Peaty,Steel
6116,110546,5809,Coastal,Infrastructure,Silty,Wood
6117,614489,511,Urban,Commercial,Clay,Steel
6118,768761,8270,Coastal,Infrastructure,Silty,Composite
6119,280784,5913,Coastal,Commercial,Clay,Brick
6120,241324,6274,Coastal,Infrastructure,Clay,Concrete
6121,494273,679,Mountain,Industrial,Clay,Steel
6122,695409,1296,Urban,Residential,Silty,Composite
6123,408834,7779,Coastal,Residential,Silty,Wood
6124,243612,7688,Rural,Infrastructure,Clay,Steel
6125,721413,7812,Suburban,Commercial,Clay,Wood
6126,929424,2524,Mountain,Commercial,Sandy,Composite
6127,316081,8166,Rural,Residential,Clay,Composite
6128,735084,3717,Urban,Infrastructure,Chalky,Concrete
6129,153279,7084,Suburban,Commercial,Sandy,Wood
6130,206846,9578,Coastal,Residential,Sandy,Brick
6131,698332,5785,Rural,Infrastructure,Sandy,Concrete
6132,414015,7870,Rural,Industrial,Chalky,Wood
6133,736448,2019,Coastal,Commercial,Sandy,Wood
6134,432132,7111,Coastal,Commercial,Sandy,Composite
6135,80463,7356,Rural,Infrastructure,Silty,Composite
6136,103500,2932,Urban,Residential,Loamy,Wood
6137,217772,6957,Mountain,Infrastructure,Silty,Composite
6138,571446,5366,Urban,Residential,Clay,Wood
6139,94607,5554,Urban,Infrastructure,Clay,Wood
6140,916071,9608,Mountain,Industrial,Peaty,Concrete
6141,779305,2570,Urban,Commercial,Loamy,Concrete
6142,343840,2281,Suburban,Residential,Chalky,Brick
6143,857942,9030,Coastal,Industrial,Silty,Concrete
6144,130076,2016,Rural,Infrastructure,Clay,Steel
6145,68692,5991,Mountain,Residential,Chalky,Steel
6146,665129,9606,Urban,Residential,Sandy,Composite
6147,727104,6449,Rural,Industrial,Chalky,Steel
6148,812242,3790,Suburban,Infrastructure,Silty,Concrete
6149,932630,5070,Urban,Industrial,Loamy,Brick
6150,171081,1879,Urban,Infrastructure,Peaty,Wood
6151,121718,8170,Urban,Industrial,Silty,Brick
6152,363076,1300,Suburban,Industrial,Loamy,Concrete
6153,534480,9938,Coastal,Industrial,Clay,Concrete
6154,257536,5767,Rural,Industrial,Clay,Concrete
6155,46413,3995,Urban,Infrastructure,Chalky,Composite
6156,153888,3757,Urban,Commercial,Silty,Steel
6157,573370,7058,Suburban,Industrial,Clay,Concrete
6158,861480,1481,Suburban,Infrastructure,Sandy,Wood
6159,657418,2588,Rural,Commercial,Sandy,Steel
6160,585228,3452,Rural,Residential,Peaty,Steel
6161,697490,9703,Urban,Residential,Chalky,Composite
6162,574430,2626,Urban,Industrial,Clay,Brick
6163,532780,5312,Urban,Residential,Peaty,Steel
6164,46468,8563,Urban,Industrial,Sandy,Steel
6165,958202,4361,Urban,Industrial,Peaty,Concrete
6166,676015,6403,Suburban,Commercial,Peaty,Wood
6167,188969,3091,Coastal,Residential,Clay,Concrete
6168,433291,9857,Rural,Industrial,Clay,Wood
6169,936863,3822,Suburban,Residential,Clay,Steel
6170,925480,6937,Mountain,Commercial,Chalky,Wood
6171,505413,9301,Mountain,Residential,Peaty,Concrete
6172,246187,3361,Mountain,Commercial,Peaty,Concrete
6173,52056,2155,Rural,Commercial,Chalky,Brick
6174,61831,2255,Urban,Commercial,Sandy,Composite
6175,855623,8737,Mountain,Industrial,Silty,Brick
6176,783952,9951,Mountain,Infrastructure,Sandy,Steel
6177,918380,6727,Coastal,Industrial,Chalky,Wood
6178,436488,5138,Suburban,Residential,Peaty,Concrete
6179,642405,3067,Rural,Industrial,Peaty,Concrete
6180,286815,3623,Rural,Industrial,Clay,Concrete
6181,299192,5664,Coastal,Infrastructure,Clay,Concrete
6182,822395,7581,Mountain,Residential,Peaty,Steel
6183,578242,5407,Coastal,Commercial,Peaty,Composite
6184,475525,5462,Urban,Commercial,Loamy,Brick
6185,243192,7650,Mountain,Residential,Clay,Brick
6186,367574,2266,Rural,Industrial,Clay,Concrete
6187,535005,4049,Suburban,Infrastructure,Sandy,Concrete
6188,283820,2809,Coastal,Infrastructure,Peaty,Wood
6189,407650,2476,Coastal,Residential,Peaty,Concrete
6190,190882,7680,Rural,Residential,Chalky,Brick
6191,128696,2990,Mountain,Industrial,Sandy,Wood
6192,927262,9417,Mountain,Infrastructure,Silty,Wood
6193,14994,4881,Mountain,Residential,Silty,Concrete
6194,800666,6487,Suburban,Industrial,Silty,Wood
6195,79300,7925,Suburban,Industrial,Loamy,Composite
6196,316093,4119,Mountain,Residential,Clay,Concrete
6197,571693,6560,Suburban,Infrastructure,Silty,Composite
6198,307016,9189,Coastal,Commercial,Chalky,Concrete
6199,314359,4476,Mountain,Industrial,Clay,Composite
6200,557473,1204,Suburban,Commercial,Clay,Concrete
6201,708802,5952,Coastal,Industrial,Silty,Brick
6202,526479,6594,Coastal,Infrastructure,Clay,Concrete
6203,454975,4181,Suburban,Commercial,Sandy,Brick
6204,837585,4638,Mountain,Residential,Sandy,Steel
6205,349679,2416,Mountain,Industrial,Silty,Steel
6206,667941,8001,Suburban,Residential,Chalky,Concrete
6207,61717,2345,Suburban,Residential,Clay,Brick
6208,12763,5154,Urban,Infrastructure,Peaty,Brick
6209,365054,6913,Coastal,Residential,Silty,Wood
6210,65480,8611,Mountain,Industrial,Loamy,Wood
6211,704119,8490,Rural,Residential,Clay,Composite
6212,217139,3590,Coastal,Residential,Silty,Wood
6213,128094,1870,Mountain,Industrial,Silty,Concrete
6214,690667,2428,Urban,Residential,Chalky,Wood
6215,761731,2136,Coastal,Infrastructure,Peaty,Wood
6216,545352,6680,Coastal,Industrial,Clay,Concrete
6217,86848,8783,Mountain,Infrastructure,Silty,Concrete
6218,571836,2343,Rural,Residential,Silty,Composite
6219,178017,8876,Suburban,Commercial,Clay,Brick
6220,975441,1331,Rural,Infrastructure,Silty,Wood
6221,802908,6038,Urban,Infrastructure,Silty,Steel
6222,454972,5815,Coastal,Residential,Silty,Brick
6223,886533,8955,Mountain,Commercial,Sandy,Concrete
6224,536670,5827,Coastal,Industrial,Sandy,Wood
6225,452899,1786,Suburban,Commercial,Peaty,Composite
6226,491215,2029,Rural,Industrial,Chalky,Steel
6227,710636,7155,Rural,Residential,Clay,Brick
6228,960906,2377,Urban,Commercial,Chalky,Wood
6229,495097,5931,Mountain,Residential,Chalky,Concrete
6230,513516,9889,Suburban,Infrastructure,Sandy,Brick
6231,430162,2978,Suburban,Commercial,Peaty,Steel
6232,613986,600,Mountain,Industrial,Chalky,Concrete
6233,780050,3587,Urban,Infrastructure,Chalky,Steel
6234,777669,6328,Suburban,Industrial,Silty,Wood
6235,949839,7925,Urban,Infrastructure,Clay,Brick
6236,55095,2791,Mountain,Industrial,Peaty,Composite
6237,483146,5967,Mountain,Industrial,Clay,Wood
6238,402118,8796,Mountain,Residential,Sandy,Wood
6239,823629,1193,Suburban,Infrastructure,Chalky,Composite
6240,924051,6286,Mountain,Residential,Chalky,Composite
6241,556298,5906,Suburban,Residential,Loamy,Concrete
6242,427339,3991,Urban,Residential,Clay,Steel
6243,360067,3892,Coastal,Residential,Sandy,Wood
6244,668250,2768,Urban,Industrial,Loamy,Concrete
6245,402670,6132,Suburban,Residential,Loamy,Concrete
6246,119162,4283,Rural,Residential,Silty,Wood
6247,393071,9581,Rural,Residential,Loamy,Steel
6248,280170,6473,Coastal,Industrial,Loamy,Composite
6249,337069,6469,Mountain,Infrastructure,Silty,Wood
6250,603130,9481,Urban,Industrial,Chalky,Steel
6251,305809,5148,Urban,Industrial,Chalky,Composite
6252,281421,5439,Suburban,Industrial,Peaty,Brick
6253,183311,9350,Coastal,Infrastructure,Loamy,Wood
6254,450880,8524,Mountain,Residential,Clay,Wood
6255,844440,8357,Coastal,Residential,Chalky,Steel
6256,811115,1518,Rural,Infrastructure,Sandy,Concrete
6257,666030,2453,Coastal,Infrastructure,Clay,Concrete
6258,230283,9882,Mountain,Commercial,Peaty,Steel
6259,683249,4157,Mountain,Residential,Loamy,Wood
6260,458828,5346,Urban,Industrial,Silty,Wood
6261,709895,2796,Urban,Industrial,Peaty,Wood
6262,350686,1274,Mountain,Residential,Clay,Brick
6263,326463,3311,Urban,Infrastructure,Silty,Concrete
6264,255144,3682,Urban,Commercial,Sandy,Brick
6265,888499,8367,Urban,Industrial,Silty,Wood
6266,686999,4829,Mountain,Commercial,Silty,Concrete
6267,205784,6667,Urban,Industrial,Sandy,Wood
6268,944137,3597,Rural,Industrial,Chalky,Wood
6269,786505,1904,Mountain,Residential,Chalky,Steel
6270,962164,5601,Coastal,Industrial,Silty,Concrete
6271,341119,1869,Suburban,Commercial,Silty,Wood
6272,173244,5997,Suburban,Commercial,Peaty,Composite
6273,462413,7165,Rural,Residential,Chalky,Composite
6274,111158,2564,Mountain,Industrial,Sandy,Wood
6275,986351,3265,Coastal,Commercial,Loamy,Steel
6276,808009,3317,Mountain,Infrastructure,Loamy,Wood
6277,873731,8291,Coastal,Residential,Silty,Composite
6278,816608,1216,Coastal,Infrastructure,Silty,Concrete
6279,971890,4540,Mountain,Commercial,Loamy,Steel
6280,73972,2211,Urban,Infrastructure,Peaty,Wood
6281,916450,9917,Suburban,Residential,Peaty,Composite
6282,493007,5867,Urban,Infrastructure,Peaty,Concrete
6283,444219,6761,Suburban,Commercial,Clay,Composite
6284,292140,508,Urban,Infrastructure,Sandy,Steel
6285,635210,9289,Mountain,Infrastructure,Clay,Brick
6286,883030,4618,Mountain,Infrastructure,Silty,Wood
6287,570219,6586,Coastal,Industrial,Peaty,Concrete
6288,658456,6883,Rural,Commercial,Peaty,Steel
6289,176782,4167,Mountain,Infrastructure,Loamy,Steel
6290,133099,2746,Suburban,Commercial,Loamy,Brick
6291,568981,4126,Coastal,Infrastructure,Peaty,Brick
6292,963244,3322,Suburban,Residential,Chalky,Wood
6293,118944,8783,Urban,Residential,Loamy,Wood
6294,758943,1350,Rural,Residential,Sandy,Steel
6295,741862,1607,Mountain,Infrastructure,Clay,Wood
6296,813806,799,Urban,Commercial,Sandy,Wood
6297,257572,8602,Coastal,Residential,Loamy,Brick
6298,353615,5900,Suburban,Industrial,Peaty,Steel
6299,580201,1582,Rural,Residential,Silty,Composite
6300,920115,8667,Mountain,Residential,Chalky,Composite
6301,207097,3300,Suburban,Industrial,Loamy,Concrete
6302,840948,4451,Mountain,Residential,Sandy,Brick
6303,622084,9467,Mountain,Infrastructure,Silty,Concrete
6304,298213,7268,Suburban,Infrastructure,Loamy,Steel
6305,914765,1952,Mountain,Residential,Peaty,Composite
6306,983737,2181,Coastal,Commercial,Peaty,Composite
6307,94811,2803,Rural,Commercial,Peaty,Composite
6308,200121,7657,Urban,Residential,Peaty,Concrete
6309,767180,2351,Rural,Industrial,Loamy,Wood
6310,390172,2397,Urban,Infrastructure,Chalky,Concrete
6311,573466,6325,Coastal,Infrastructure,Chalky,Composite
6312,829253,9306,Rural,Infrastructure,Sandy,Brick
6313,979231,744,Coastal,Residential,Loamy,Brick
6314,464151,9448,Suburban,Infrastructure,Peaty,Concrete
6315,551287,9515,Urban,Residential,Chalky,Concrete
6316,465738,4307,Suburban,Residential,Loamy,Steel
6317,310856,3279,Suburban,Commercial,Silty,Concrete
6318,205623,2346,Rural,Industrial,Chalky,Concrete
6319,705532,7521,Mountain,Industrial,Chalky,Composite
6320,305866,9932,Mountain,Industrial,Sandy,Wood
6321,807057,973,Coastal,Infrastructure,Chalky,Composite
6322,208237,4631,Rural,Commercial,Silty,Wood
6323,541147,2292,Suburban,Commercial,Peaty,Composite
6324,969113,2234,Coastal,Residential,Clay,Composite
6325,970811,7715,Suburban,Commercial,Sandy,Steel
6326,645274,7729,Coastal,Residential,Silty,Wood
6327,766942,5688,Urban,Commercial,Sandy,Composite
6328,293983,5781,Coastal,Residential,Loamy,Composite
6329,299360,6358,Coastal,Infrastructure,Peaty,Wood
6330,849385,1444,Suburban,Commercial,Chalky,Steel
6331,487697,2011,Mountain,Industrial,Loamy,Wood
6332,463809,4581,Suburban,Residential,Chalky,Steel
6333,999579,6618,Rural,Commercial,Silty,Steel
6334,59522,1358,Suburban,Commercial,Peaty,Brick
6335,240233,4060,Mountain,Residential,Clay,Steel
6336,408102,8921,Rural,Commercial,Clay,Brick
6337,383393,8869,Mountain,Industrial,Chalky,Concrete
6338,17485,3115,Rural,Residential,Loamy,Steel
6339,434671,2113,Suburban,Residential,Peaty,Wood
6340,777344,3340,Mountain,Residential,Peaty,Brick
6341,944271,2274,Mountain,Residential,Silty,Concrete
6342,122701,4371,Urban,Residential,Loamy,Concrete
6343,955957,8773,Urban,Industrial,Clay,Steel
6344,217352,1345,Coastal,Residential,Silty,Wood
6345,636926,9908,Urban,Industrial,Sandy,Steel
6346,194514,3760,Mountain,Industrial,Peaty,Composite
6347,455093,3645,Coastal,Industrial,Clay,Concrete
6348,808658,8302,Suburban,Residential,Silty,Composite
6349,627693,2763,Coastal,Industrial,Chalky,Composite
6350,819020,9136,Rural,Residential,Sandy,Brick
6351,220048,8655,Coastal,Industrial,Silty,Composite
6352,697069,1422,Urban,Residential,Chalky,Concrete
6353,975292,7195,Suburban,Commercial,Clay,Concrete
6354,47019,4788,Rural,Commercial,Clay,Wood
6355,972452,6258,Coastal,Industrial,Sandy,Steel
6356,271497,8631,Suburban,Infrastructure,Chalky,Wood
6357,599421,3130,Urban,Infrastructure,Peaty,Wood
6358,910876,8316,Suburban,Commercial,Clay,Steel
6359,731818,9859,Suburban,Industrial,Loamy,Concrete
6360,389747,8056,Rural,Industrial,Peaty,Brick
6361,168598,6430,Mountain,Industrial,Peaty,Composite
6362,662873,7500,Urban,Infrastructure,Silty,Brick
6363,455414,4012,Rural,Commercial,Silty,Composite
6364,779460,6566,Rural,Industrial,Clay,Steel
6365,502750,9587,Rural,Commercial,Peaty,Steel
6366,839827,4222,Mountain,Commercial,Silty,Wood
6367,427247,6148,Mountain,Residential,Chalky,Steel
6368,478758,2560,Coastal,Infrastructure,Chalky,Composite
6369,660102,3534,Coastal,Commercial,Chalky,Brick
6370,965205,2887,Urban,Residential,Chalky,Brick
6371,384743,7508,Urban,Infrastructure,Peaty,Brick
6372,35939,8531,Mountain,Industrial,Chalky,Brick
6373,976649,2299,Mountain,Industrial,Peaty,Wood
6374,947828,4907,Mountain,Residential,Clay,Brick
6375,163939,3280,Rural,Industrial,Clay,Composite
6376,796635,1627,Mountain,Residential,Chalky,Wood
6377,944048,9030,Rural,Residential,Chalky,Wood
6378,943403,7865,Rural,Industrial,Chalky,Wood
6379,825495,8111,Urban,Infrastructure,Clay,Steel
6380,625168,8035,Suburban,Residential,Silty,Wood
6381,538036,9864,Coastal,Infrastructure,Clay,Composite
6382,246094,3308,Coastal,Infrastructure,Chalky,Brick
6383,389413,4797,Urban,Residential,Silty,Steel
6384,994133,5059,Urban,Infrastructure,Silty,Brick
6385,877196,948,Mountain,Residential,Sandy,Concrete
6386,161956,5508,Mountain,Industrial,Peaty,Steel
6387,166255,5393,Mountain,Industrial,Chalky,Composite
6388,474462,1293,Rural,Industrial,Peaty,Steel
6389,904468,936,Rural,Industrial,Sandy,Wood
6390,684619,6512,Mountain,Industrial,Peaty,Steel
6391,701319,6369,Rural,Infrastructure,Chalky,Wood
6392,912957,2120,Urban,Infrastructure,Sandy,Brick
6393,436673,4808,Mountain,Infrastructure,Peaty,Steel
6394,357823,1448,Coastal,Commercial,Clay,Steel
6395,135829,4444,Coastal,Commercial,Silty,Composite
6396,138216,9819,Rural,Residential,Sandy,Concrete
6397,929607,691,Coastal,Commercial,Clay,Steel
6398,600189,1903,Mountain,Industrial,Chalky,Brick
6399,777674,2490,Coastal,Industrial,Silty,Wood
6400,185607,1604,Urban,Industrial,Sandy,Brick
6401,419319,1048,Rural,Residential,Silty,Composite
6402,632334,6261,Coastal,Residential,Loamy,Steel
6403,362156,9262,Rural,Residential,Loamy,Concrete
6404,612566,8403,Urban,Residential,Sandy,Concrete
6405,284535,2284,Coastal,Infrastructure,Sandy,Steel
6406,112476,1304,Mountain,Residential,Peaty,Concrete
6407,956405,9490,Suburban,Residential,Silty,Brick
6408,392865,9302,Coastal,Commercial,Loamy,Wood
6409,631825,8017,Urban,Infrastructure,Loamy,Steel
6410,877591,7331,Suburban,Industrial,Silty,Wood
6411,995418,7417,Coastal,Commercial,Loamy,Concrete
6412,927472,4738,Rural,Residential,Clay,Composite
6413,191429,3760,Urban,Industrial,Loamy,Wood
6414,227980,4867,Coastal,Industrial,Loamy,Composite
6415,513551,6151,Urban,Industrial,Chalky,Brick
6416,965941,3871,Mountain,Commercial,Clay,Composite
6417,831935,2593,Suburban,Infrastructure,Peaty,Wood
6418,496675,4501,Suburban,Infrastructure,Sandy,Wood
6419,85403,7056,Mountain,Industrial,Loamy,Steel
6420,968762,8310,Suburban,Residential,Peaty,Composite
6421,961228,5054,Suburban,Infrastructure,Peaty,Brick
6422,598574,3017,Mountain,Infrastructure,Clay,Steel
6423,346986,9197,Rural,Residential,Sandy,Steel
6424,114927,6305,Suburban,Commercial,Chalky,Brick
6425,811340,1596,Rural,Commercial,Peaty,Steel
6426,495833,9736,Urban,Residential,Chalky,Brick
6427,453842,7561,Urban,Commercial,Sandy,Concrete
6428,309372,2704,Suburban,Industrial,Sandy,Steel
6429,33386,4402,Urban,Infrastructure,Clay,Wood
6430,187826,1852,Mountain,Commercial,Silty,Concrete
6431,514158,2096,Suburban,Industrial,Loamy,Steel
6432,300446,9267,Mountain,Industrial,Clay,Brick
6433,332959,7480,Rural,Industrial,Chalky,Concrete
6434,262156,1179,Coastal,Industrial,Clay,Concrete
6435,859776,4212,Coastal,Industrial,Sandy,Wood
6436,963122,9821,Suburban,Residential,Peaty,Steel
6437,908035,9009,Mountain,Infrastructure,Loamy,Steel
6438,479450,5801,Coastal,Infrastructure,Loamy,Brick
6439,333258,6234,Suburban,Residential,Silty,Concrete
6440,258724,8481,Coastal,Residential,Sandy,Wood
6441,211202,6392,Coastal,Industrial,Loamy,Brick
6442,35525,4196,Urban,Commercial,Loamy,Brick
6443,89818,7629,Suburban,Infrastructure,Peaty,Wood
6444,124589,3496,Coastal,Commercial,Chalky,Steel
6445,155406,7737,Suburban,Infrastructure,Chalky,Wood
6446,629003,7827,Urban,Industrial,Chalky,Steel
6447,203839,7907,Suburban,Commercial,Clay,Composite
6448,803076,3042,Urban,Infrastructure,Chalky,Concrete
6449,373298,1178,Coastal,Infrastructure,Chalky,Wood
6450,516453,5866,Coastal,Industrial,Clay,Brick
6451,960437,6143,Coastal,Commercial,Peaty,Steel
6452,267438,7910,Urban,Industrial,Sandy,Concrete
6453,839901,6041,Rural,Commercial,Loamy,Concrete
6454,436903,1334,Urban,Commercial,Silty,Wood
6455,903041,6526,Urban,Infrastructure,Loamy,Brick
6456,455872,8972,Mountain,Residential,Chalky,Wood
6457,420591,8470,Coastal,Commercial,Chalky,Brick
6458,517235,7318,Coastal,Commercial,Loamy,Composite
6459,523951,5528,Mountain,Industrial,Loamy,Wood
6460,337350,5203,Rural,Commercial,Chalky,Steel
6461,892894,9938,Suburban,Commercial,Clay,Wood
6462,701967,2272,Coastal,Commercial,Clay,Wood
6463,617466,2664,Coastal,Commercial,Clay,Composite
6464,951497,7611,Urban,Commercial,Silty,Composite
6465,709746,8883,Rural,Residential,Sandy,Wood
6466,788754,3335,Rural,Infrastructure,Chalky,Brick
6467,449503,3165,Rural,Commercial,Peaty,Composite
6468,96724,6613,Rural,Industrial,Loamy,Composite
6469,763492,3063,Mountain,Industrial,Loamy,Brick
6470,106393,8998,Urban,Commercial,Chalky,Concrete
6471,923746,8631,Mountain,Commercial,Chalky,Composite
6472,610600,9223,Mountain,Commercial,Chalky,Composite
6473,871756,3196,Suburban,Residential,Loamy,Brick
6474,605484,5187,Urban,Infrastructure,Chalky,Brick
6475,604302,7821,Rural,Industrial,Loamy,Wood
6476,411426,7513,Urban,Residential,Sandy,Wood
6477,676282,8204,Rural,Residential,Peaty,Concrete
6478,439505,6071,Suburban,Commercial,Clay,Concrete
6479,532313,7836,Coastal,Infrastructure,Peaty,Concrete
6480,43340,558,Mountain,Commercial,Chalky,Steel
6481,311994,1640,Suburban,Industrial,Peaty,Brick
6482,984488,3062,Mountain,Infrastructure,Chalky,Composite
6483,506915,3352,Rural,Commercial,Peaty,Brick
6484,647999,7141,Rural,Industrial,Silty,Brick
6485,749538,1441,Suburban,Residential,Peaty,Concrete
6486,21094,7041,Coastal,Industrial,Clay,Brick
6487,884391,7930,Coastal,Industrial,Clay,Steel
6488,960922,1921,Mountain,Industrial,Peaty,Composite
6489,802173,6265,Rural,Infrastructure,Loamy,Concrete
6490,645873,935,Rural,Residential,Loamy,Wood
6491,475590,1339,Coastal,Infrastructure,Loamy,Composite
6492,520491,4501,Rural,Residential,Peaty,Wood
