budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
262156,1179,Clay,Industrial,48.24276571974784,Concrete,453,Coastal,27583,558,0.6419110247000646,A,2081,3919,1309,1,Moderate,Simple
859776,4212,Sandy,Industrial,99.64556894549104,Wood,200,Coastal,21141,579,0.4491863918636083,E,5749,1117,24556,1,Difficult,Simple
963122,9821,Peaty,Residential,19.05190698179414,Steel,273,Suburban,10266,86,0.35460405375876425,B,11098,1737,6741,3,Easy,Complex
908035,9009,Loamy,Infrastructure,89.32233079779166,Steel,264,Mountain,13232,190,0.2869435089429896,B,15374,3375,1984,8,Moderate,Complex
479450,5801,Loamy,Infrastructure,95.1444906641991,Brick,226,Coastal,19698,492,0.42778399981546655,E,16763,4179,19190,9,Moderate,Complex
333258,6234,Silty,Residential,72.84045654363513,Concrete,471,Suburban,20946,101,0.2970315009747536,E,12520,4225,15198,1,Easy,Complex
258724,8481,Sandy,Residential,10.896597076179113,Wood,18,Coastal,22329,379,0.9260186767577621,B,6187,553,15286,5,Moderate,Simple
211202,6392,Loamy,Industrial,83.87187256286025,Brick,243,Coastal,28606,349,0.437038340210663,A,2032,1329,9718,7,Moderate,Moderate
35525,4196,Loamy,Commercial,89.40447348497028,Brick,117,Urban,14284,308,0.944636461755294,B,10552,4574,12733,8,Difficult,Simple
89818,7629,Peaty,Infrastructure,98.28407411991405,Wood,10,Suburban,41383,41,0.3714841368105892,C,19281,1629,16907,2,Moderate,Moderate
124589,3496,Chalky,Commercial,85.53841729750862,Steel,39,Coastal,23784,388,0.2599330531956662,C,10846,4772,17724,5,Easy,Moderate
155406,7737,Chalky,Infrastructure,50.1028270575869,Wood,41,Suburban,32704,549,0.8091482047386401,E,4351,837,20344,8,Easy,Moderate
629003,7827,Chalky,Industrial,71.97847090245367,Steel,108,Urban,19440,486,0.5204881001338169,C,11762,1889,5108,6,Difficult,Complex
203839,7907,Clay,Commercial,53.661566076160575,Composite,44,Suburban,29582,62,0.16283144452919618,D,5287,2029,14626,8,Moderate,Moderate
803076,3042,Chalky,Infrastructure,41.77165145704417,Concrete,197,Urban,13659,461,0.9280019672925495,C,4330,4982,14917,6,Easy,Moderate
373298,1178,Chalky,Infrastructure,66.3783843835649,Wood,299,Coastal,31480,382,0.9621000430710193,B,18213,253,8439,2,Difficult,Moderate
516453,5866,Clay,Industrial,79.28491956775983,Brick,209,Coastal,11562,330,0.6882079181050361,C,4875,2067,22179,7,Difficult,Moderate
960437,6143,Peaty,Commercial,67.23107080103739,Steel,431,Coastal,2366,104,0.9718452503153637,A,11117,3228,19063,2,Easy,Moderate
267438,7910,Sandy,Industrial,84.39205308815903,Concrete,459,Urban,33716,272,0.6741408805037732,E,9640,1743,14745,9,Difficult,Simple
839901,6041,Loamy,Commercial,25.8737477140066,Concrete,367,Rural,21345,400,0.6232096286692647,A,7428,146,8021,2,Easy,Simple
436903,1334,Silty,Commercial,43.63250964428435,Wood,176,Urban,26747,328,0.8259251578379372,C,15207,203,23626,3,Moderate,Moderate
903041,6526,Loamy,Infrastructure,38.13272314608069,Brick,275,Urban,19623,310,0.0677079723583972,A,7209,333,24151,1,Easy,Complex
455872,8972,Chalky,Residential,27.471442570101864,Wood,277,Mountain,42875,556,0.44289519466347194,D,13103,265,24809,7,Difficult,Complex
420591,8470,Chalky,Commercial,49.88568947368158,Brick,236,Coastal,47283,551,0.4304439163087035,A,16938,3039,7023,3,Difficult,Moderate
517235,7318,Loamy,Commercial,95.30855855782,Composite,3,Coastal,26936,433,0.6208178737323523,D,17247,2080,20055,6,Easy,Simple
523951,5528,Loamy,Industrial,58.42074625364461,Wood,360,Mountain,38799,301,0.34717520249991196,B,11744,1308,21570,1,Easy,Moderate
337350,5203,Chalky,Commercial,35.77643890332807,Steel,312,Rural,10687,410,0.45348777055725165,A,19889,3228,8396,7,Moderate,Complex
892894,9938,Clay,Commercial,41.86545564727337,Wood,383,Suburban,15742,127,0.8494570056294765,C,17838,4056,7724,1,Moderate,Complex
701967,2272,Clay,Commercial,65.1768140545415,Wood,427,Coastal,18942,242,0.9479153700814871,B,17785,2618,19139,1,Moderate,Complex
617466,2664,Clay,Commercial,41.74720676317723,Composite,385,Coastal,39007,75,0.4841226984503726,E,3987,208,19792,2,Difficult,Complex
951497,7611,Silty,Commercial,58.45120506286021,Composite,344,Urban,45846,665,0.7052128356877767,E,1134,1259,17621,5,Moderate,Moderate
709746,8883,Sandy,Residential,34.674390410754455,Wood,254,Rural,40312,533,0.5473046039904997,C,9347,4524,4204,1,Easy,Simple
788754,3335,Chalky,Infrastructure,41.13381438101672,Brick,36,Rural,5457,261,0.8675982778369213,D,18272,3756,10366,3,Moderate,Simple
449503,3165,Peaty,Commercial,73.51550729527239,Composite,6,Rural,17416,158,0.2617425731116432,A,9071,2634,6545,7,Difficult,Moderate
96724,6613,Loamy,Industrial,62.615651647949875,Composite,330,Rural,15328,341,0.8634531558748882,E,16974,4597,22733,3,Difficult,Complex
763492,3063,Loamy,Industrial,18.413817698204156,Brick,495,Mountain,19168,75,0.5150871307420963,A,18063,3288,21937,7,Difficult,Moderate
106393,8998,Chalky,Commercial,97.58642666554357,Concrete,488,Urban,11988,475,0.45614827342784103,B,8259,2704,7771,7,Easy,Complex
923746,8631,Chalky,Commercial,14.440323066299662,Composite,302,Mountain,13907,491,0.9520070412727447,A,12834,2642,5505,5,Moderate,Moderate
610600,9223,Chalky,Commercial,17.464561505349742,Composite,482,Mountain,9462,474,0.3050732768621153,E,14176,3706,11694,4,Moderate,Simple
871756,3196,Loamy,Residential,73.12474438670205,Brick,472,Suburban,45831,582,0.08241767179743575,D,4861,2674,13626,6,Easy,Moderate
605484,5187,Chalky,Infrastructure,73.72163254877408,Brick,407,Urban,42403,172,0.6718977420755168,E,3824,1353,7017,5,Moderate,Moderate
604302,7821,Loamy,Industrial,11.704197990409469,Wood,20,Rural,45501,585,0.2630027492025073,C,10053,3631,16403,5,Moderate,Moderate
411426,7513,Sandy,Residential,67.84785095172381,Wood,437,Urban,13062,284,0.6418031356932121,E,8406,762,3803,7,Easy,Moderate
676282,8204,Peaty,Residential,12.993401329881081,Concrete,422,Rural,47862,670,0.05599105517968073,A,4279,3783,11434,7,Difficult,Complex
439505,6071,Clay,Commercial,96.46929945010244,Concrete,291,Suburban,9339,140,0.5622945133144257,A,14573,3102,2087,6,Moderate,Complex
532313,7836,Peaty,Infrastructure,72.65283344496419,Concrete,162,Coastal,29265,254,0.23713824479944412,D,3374,1440,13790,7,Easy,Complex
43340,558,Chalky,Commercial,26.79202911888563,Steel,238,Mountain,9734,222,0.07527190368417902,E,13315,1973,2733,2,Moderate,Complex
311994,1640,Peaty,Industrial,24.229430934437715,Brick,434,Suburban,44265,146,0.05555320866955715,B,3735,4939,16341,4,Easy,Simple
984488,3062,Chalky,Infrastructure,61.269607244836806,Composite,47,Mountain,29940,447,0.9575749454793657,B,12806,1745,21442,4,Easy,Moderate
506915,3352,Peaty,Commercial,67.01668530729391,Brick,292,Rural,35793,417,0.265402102532745,B,7382,2252,17468,6,Difficult,Simple
647999,7141,Silty,Industrial,84.81138668845648,Brick,16,Rural,1368,415,0.5818184872275138,C,9498,1789,9574,3,Moderate,Moderate
749538,1441,Peaty,Residential,91.29890342922054,Concrete,471,Suburban,15735,452,0.4845992958594453,B,9704,2451,11656,2,Moderate,Moderate
21094,7041,Clay,Industrial,45.32800996523859,Brick,108,Coastal,46838,284,0.36290040042356564,C,17944,435,14563,6,Difficult,Complex
884391,7930,Clay,Industrial,85.96763581343406,Steel,177,Coastal,39936,679,0.5425903064295401,B,14088,1283,7317,7,Moderate,Complex
960922,1921,Peaty,Industrial,58.81420317850605,Composite,65,Mountain,11344,327,0.5596802484263312,D,6388,3742,6711,6,Easy,Moderate
802173,6265,Loamy,Infrastructure,52.35239265418177,Concrete,63,Rural,1779,586,0.8372516038929332,E,5859,3577,23514,6,Difficult,Complex
645873,935,Loamy,Residential,72.9073581452009,Wood,308,Rural,16224,642,0.3862486345056577,C,12249,2235,6688,2,Moderate,Moderate
475590,1339,Loamy,Infrastructure,19.28754652101884,Composite,73,Coastal,32444,439,0.3528315032374373,A,6053,2880,6732,7,Moderate,Moderate
520491,4501,Peaty,Residential,33.884785515926126,Wood,204,Rural,10675,708,0.6792159948433477,C,11944,1931,5289,4,Difficult,Simple
394708,5748,Loamy,Commercial,83.50864168702495,Wood,254,Rural,41434,395,0.3717733123360635,E,3154,4251,20506,3,Difficult,Complex
78798,5459,Sandy,Commercial,55.367095450366804,Brick,60,Suburban,19869,495,0.5110321458515671,C,12906,4686,14484,5,Easy,Complex
912458,2150,Peaty,Industrial,91.72390928338845,Composite,101,Coastal,12632,563,0.1731418209477138,C,9337,887,11918,1,Easy,Moderate
211604,6328,Clay,Industrial,17.983336049461975,Steel,17,Coastal,5169,400,0.28384527444202223,E,14929,1167,18282,4,Easy,Simple
120130,9937,Loamy,Infrastructure,38.20715298820406,Brick,195,Urban,26591,473,0.20118119310123395,B,18102,624,3331,8,Moderate,Simple
818596,2761,Silty,Residential,41.999490352363296,Wood,251,Coastal,30633,375,0.8406585464183493,E,15175,552,10627,6,Difficult,Simple
700955,9607,Loamy,Residential,48.044829045083866,Composite,38,Coastal,10267,626,0.798002899906786,D,16777,1619,8326,4,Easy,Moderate
40257,6394,Clay,Residential,98.81380464078235,Brick,285,Urban,14085,434,0.3921263686692208,B,6024,2689,7803,9,Moderate,Moderate
417427,6778,Sandy,Industrial,37.95964426613815,Composite,31,Rural,45640,647,0.4402920504712666,C,3970,804,6349,2,Easy,Complex
892421,4389,Peaty,Industrial,56.68142076688902,Concrete,483,Rural,10231,165,0.4106194545179893,E,2141,3535,22002,5,Difficult,Complex
932736,7397,Loamy,Residential,58.24641914839016,Steel,443,Mountain,29860,402,0.1927834262284076,D,10146,3099,15825,2,Moderate,Simple
995257,1826,Silty,Industrial,79.371814474663,Steel,310,Rural,5622,351,0.7833371447438421,D,19640,4918,3659,8,Easy,Complex
62691,6401,Clay,Residential,56.60820946772271,Steel,358,Coastal,6206,255,0.8289341694993805,A,5148,1896,12942,9,Difficult,Complex
614056,3858,Silty,Infrastructure,64.51636605584596,Wood,181,Mountain,3273,142,0.6099046903740268,D,777,1486,2157,2,Easy,Simple
428829,2085,Chalky,Commercial,77.79952456848204,Wood,282,Mountain,49802,47,0.7421418809625407,A,11114,2895,19623,7,Moderate,Simple
548314,6145,Clay,Residential,19.101880421195077,Steel,141,Rural,19026,684,0.6526671119835534,D,15183,544,19363,7,Difficult,Simple
981039,888,Chalky,Industrial,96.71249111724724,Composite,245,Mountain,15464,624,0.10258418086274501,E,1102,301,22054,3,Difficult,Complex
759450,3291,Silty,Infrastructure,86.16737584715032,Concrete,441,Urban,19776,344,0.5510708884804442,C,7104,1880,3334,5,Moderate,Complex
303052,3832,Peaty,Industrial,44.98953522607963,Wood,275,Mountain,18960,151,0.34694956427473644,B,8425,4761,21852,9,Moderate,Moderate
979617,1203,Peaty,Industrial,75.5575830166369,Brick,224,Suburban,22951,445,0.22019376552274716,D,1457,1828,9357,3,Moderate,Simple
553898,6334,Peaty,Industrial,78.6092593967872,Brick,367,Urban,17887,40,0.6648608596426328,D,13437,552,18634,3,Easy,Simple
187718,3320,Chalky,Residential,86.52218044740911,Wood,27,Coastal,1325,210,0.8888093388243467,A,9661,2131,16249,2,Easy,Simple
508357,8553,Peaty,Infrastructure,26.94851426206469,Steel,250,Rural,10772,442,0.9998528000241114,C,1902,3209,18032,1,Difficult,Complex
335329,5459,Sandy,Residential,73.33324773794223,Composite,231,Rural,29413,527,0.577290420935634,E,10886,3144,18705,9,Moderate,Complex
868999,1559,Clay,Commercial,13.000647747365525,Concrete,13,Suburban,38655,417,0.672388744524548,E,19019,631,6654,6,Difficult,Simple
188646,9990,Clay,Residential,20.402121164849326,Brick,308,Rural,11552,249,0.651439338510318,C,6964,2518,9073,8,Difficult,Complex
528420,1801,Silty,Commercial,79.84602644189533,Wood,98,Coastal,34319,166,0.6950344469322391,E,3195,3947,23850,5,Easy,Simple
232123,9365,Loamy,Infrastructure,83.17027034935836,Composite,192,Mountain,42252,342,0.24623848756862232,B,2372,4010,3216,1,Moderate,Simple
505236,8196,Chalky,Infrastructure,63.31928069121082,Steel,186,Rural,35371,195,0.15940773240874706,E,2575,1601,14561,3,Moderate,Complex
832614,4799,Clay,Residential,62.35173767655075,Concrete,19,Coastal,30048,448,0.40742817650852503,B,12382,2191,12263,6,Easy,Moderate
912568,6571,Chalky,Residential,77.45602855311367,Concrete,339,Urban,36560,460,0.4658926238420802,D,4052,2659,6462,8,Moderate,Simple
928074,4612,Silty,Industrial,91.54763398798315,Brick,259,Coastal,14184,63,0.7633029968696329,E,8690,2614,11824,1,Difficult,Complex
501006,8381,Peaty,Commercial,47.900365378086676,Brick,67,Suburban,30390,348,0.6227251707914434,E,5003,2591,15917,5,Moderate,Simple
553576,9708,Loamy,Industrial,20.33390067466134,Wood,26,Coastal,13588,294,0.5522750674485444,B,16052,4308,9069,7,Moderate,Complex
875256,8901,Silty,Industrial,85.50994459845593,Concrete,6,Rural,45318,304,0.49848802539523185,D,14175,2074,21975,8,Moderate,Moderate
957381,998,Sandy,Infrastructure,40.747973137367765,Steel,141,Mountain,9484,439,0.2230683811543186,D,15099,1188,1328,1,Moderate,Moderate
618713,9120,Peaty,Residential,22.040719588953134,Steel,238,Coastal,33881,203,0.3727959404277751,A,19571,2138,15544,2,Difficult,Simple
10917,7745,Peaty,Infrastructure,65.31547601285482,Wood,230,Suburban,13228,341,0.10938238811250411,D,10741,1990,23924,9,Easy,Complex
872034,2605,Peaty,Residential,62.02755326905206,Concrete,27,Urban,4156,295,0.06583026471749343,C,15714,1727,10218,8,Difficult,Moderate
861007,5827,Silty,Infrastructure,52.682158585214985,Brick,105,Suburban,16458,661,0.013205579119892175,A,13250,3640,8880,9,Difficult,Moderate
868950,6130,Sandy,Infrastructure,87.3817519822443,Steel,344,Urban,7342,712,0.0876433549101926,D,18032,2938,23338,6,Moderate,Moderate
787475,3706,Loamy,Infrastructure,34.50032518630311,Composite,10,Coastal,1633,443,0.5949139668318896,B,8477,1920,15627,7,Moderate,Moderate
49104,7637,Chalky,Commercial,11.191173875594211,Wood,272,Mountain,11083,581,0.9715239190099222,C,15002,3773,23227,9,Moderate,Moderate
683422,3069,Silty,Infrastructure,39.112184704798,Steel,279,Suburban,8778,513,0.02868044043434037,A,5314,986,9365,3,Easy,Moderate
289143,3128,Clay,Commercial,10.873536436191591,Composite,303,Mountain,8775,212,0.7832075043741965,E,9152,3545,10344,6,Difficult,Moderate
272091,7264,Clay,Infrastructure,58.923208980715536,Composite,12,Coastal,42833,471,0.6653050382359554,B,10093,999,2811,8,Easy,Simple
465061,1567,Silty,Residential,44.042346357386315,Steel,156,Mountain,44519,485,0.8587467960788809,C,17112,1709,23908,9,Difficult,Moderate
413157,2006,Chalky,Commercial,83.25484667713773,Wood,77,Mountain,3803,519,0.9453445407876311,B,18271,3447,4420,2,Easy,Simple
595457,3513,Clay,Residential,81.78268172417357,Composite,18,Suburban,41074,76,0.8129873978130301,A,5013,3285,2623,7,Easy,Complex
164542,7142,Chalky,Residential,49.11746439687973,Composite,58,Coastal,10713,322,0.7977664845147173,C,14478,4912,9671,9,Easy,Complex
139744,4566,Peaty,Residential,29.483674622724074,Concrete,130,Mountain,44296,108,0.08625871699787535,A,1952,3717,4218,8,Moderate,Complex
907116,1447,Silty,Commercial,48.018687934806735,Concrete,174,Urban,15056,214,0.3589301458943335,A,9830,4270,12204,7,Moderate,Simple
69821,4889,Peaty,Industrial,67.71859592892663,Concrete,401,Rural,6648,640,0.6165462990959446,D,2130,382,10432,5,Moderate,Simple
227741,8643,Clay,Commercial,27.118538341561663,Composite,87,Urban,39539,698,0.017064621003201497,B,19965,1002,12223,3,Moderate,Simple
259265,1671,Chalky,Industrial,79.57419540132726,Composite,320,Mountain,30184,501,0.4746039527522201,D,6848,596,16015,1,Difficult,Complex
447651,6614,Peaty,Commercial,39.750418939174644,Wood,343,Coastal,46078,586,0.008307061069401045,D,710,882,12131,1,Difficult,Simple
407745,671,Clay,Infrastructure,93.89592954256683,Brick,449,Urban,33077,628,0.741611733308915,B,13663,3617,15395,6,Moderate,Moderate
224127,6182,Sandy,Industrial,56.06834772471471,Concrete,54,Coastal,44944,358,0.2656787981264048,C,15640,4846,16899,8,Moderate,Moderate
284336,9835,Peaty,Infrastructure,86.24138807167499,Brick,427,Urban,37331,543,0.7549528723791341,B,12924,3404,4942,7,Difficult,Moderate
346246,6356,Sandy,Industrial,65.43033222669422,Concrete,78,Coastal,18972,428,0.48006414783117146,E,14184,1306,3808,8,Easy,Simple
213834,6709,Sandy,Commercial,59.91416594008639,Concrete,204,Mountain,49902,687,0.10799307097121968,C,7734,1228,6913,3,Easy,Moderate
768826,4077,Loamy,Commercial,71.39171201366011,Wood,439,Suburban,32181,698,0.9192918534634856,D,7671,1307,11650,4,Easy,Complex
911326,8880,Clay,Industrial,83.03420113369847,Wood,270,Urban,45225,325,0.6979649855055842,A,2569,121,3292,2,Moderate,Simple
96795,4576,Silty,Infrastructure,68.00567539687626,Steel,497,Coastal,45883,32,0.72439696520049,A,10843,1377,11506,5,Moderate,Moderate
175159,657,Chalky,Residential,81.75166184725322,Concrete,172,Urban,25649,343,0.23086005870555004,D,8117,3015,11586,5,Moderate,Simple
338821,8277,Clay,Industrial,27.14186480135617,Concrete,38,Coastal,19868,356,0.12558640297205215,C,8863,2691,13571,3,Easy,Complex
669987,3217,Loamy,Industrial,34.9764886337321,Concrete,186,Coastal,19272,379,0.9544799817187833,E,11375,688,20781,1,Easy,Moderate
984045,8937,Loamy,Infrastructure,30.675053942857605,Wood,361,Suburban,22155,248,0.34629238825562403,C,3932,3655,22932,6,Moderate,Simple
253877,3295,Peaty,Residential,81.84728690331183,Concrete,236,Coastal,28435,707,0.2344454432968056,B,18547,3557,24035,6,Moderate,Moderate
209298,7700,Chalky,Industrial,17.751570297136823,Steel,433,Urban,37985,698,0.878414157004985,E,14028,4080,1654,2,Difficult,Complex
508843,8028,Loamy,Residential,81.62768776975552,Composite,16,Mountain,5746,700,0.46334062445162005,B,10899,3661,8168,8,Moderate,Moderate
930759,2877,Silty,Residential,45.01380698330695,Steel,226,Rural,42407,667,0.6541546498499278,C,8188,682,11099,2,Difficult,Moderate
722793,9541,Clay,Commercial,17.155644581565596,Composite,338,Coastal,46443,328,0.2662606367864776,D,15961,3998,6639,6,Easy,Simple
146285,2310,Silty,Infrastructure,48.19836353738161,Wood,496,Rural,22848,696,0.9691238980250522,D,14003,131,2788,1,Moderate,Complex
112412,5690,Peaty,Industrial,37.04520704804662,Brick,74,Mountain,28112,184,0.4740213186535299,B,18262,3168,4223,5,Easy,Complex
553692,5932,Clay,Industrial,63.27569645043847,Wood,211,Rural,24074,659,0.4243536802569514,E,12963,4040,23652,8,Easy,Moderate
126545,8395,Peaty,Residential,52.527396978443164,Brick,286,Coastal,38666,354,0.06463424811221308,B,9512,2503,23822,2,Moderate,Complex
428596,2626,Chalky,Industrial,36.709965197951504,Composite,324,Urban,47246,32,0.708021989428614,E,16019,3584,24766,3,Difficult,Moderate
232128,7453,Chalky,Residential,87.60393499649639,Brick,327,Suburban,7944,698,0.5410253415481961,A,10396,2442,3607,1,Difficult,Simple
684533,3530,Silty,Industrial,46.6139282361012,Composite,336,Coastal,43060,682,0.9662212862567746,C,13622,920,23059,9,Easy,Simple
718387,6823,Silty,Infrastructure,52.362099262160086,Brick,115,Coastal,33579,89,0.12762933570572355,D,12714,1293,14898,2,Easy,Simple
820421,6247,Chalky,Industrial,86.19656722772119,Composite,247,Suburban,10592,625,0.391049084132161,D,14264,1711,8259,6,Easy,Moderate
795945,6105,Sandy,Residential,18.015094750961914,Brick,37,Suburban,24979,227,0.2540405540999766,E,3068,2267,22701,4,Moderate,Simple
380250,6391,Chalky,Residential,45.09038275999702,Composite,453,Suburban,6863,392,0.6676323962163538,A,7021,2711,3916,5,Difficult,Complex
296663,3576,Clay,Industrial,46.25710178755508,Steel,55,Suburban,11546,638,0.07169342300689496,D,4900,769,9201,6,Moderate,Moderate
791163,2844,Peaty,Industrial,54.62430896410151,Concrete,167,Suburban,49375,190,0.9926123489672912,B,17313,3802,24776,4,Difficult,Moderate
